agegroup,infectionstatus,hospital_type,Class,p_class
51 to 55 years,HBCI,Specialist,Tetracyclines,0.05882352941176471
51 to 55 years,NIC,Primary,Aminoglycosides,0.05194805194805196
51 to 55 years,NIC,Primary,Amphenicols,0.0
51 to 55 years,NIC,Primary,Carbapenems,0.0
51 to 55 years,NIC,Primary,Cephalosporins,0.23376623376623368
51 to 55 years,NIC,Primary,Glycopeptides,0.0
51 to 55 years,NIC,Primary,Lincosamides,0.0
51 to 55 years,NIC,Primary,Macrolides,0.05194805194805196
51 to 55 years,NIC,Primary,Nitroimidazoles,0.2077922077922079
51 to 55 years,NIC,Primary,Penicillins,0.3506493506493506
51 to 55 years,NIC,Primary,Quinolones,0.05194805194805194
51 to 55 years,NIC,Primary,Sulphonamides,0.03896103896103895
51 to 55 years,NIC,Primary,Tetracyclines,0.012987012987012988
51 to 55 years,NIC,District,Aminoglycosides,0.045936395759717315
51 to 55 years,NIC,District,Amphenicols,0.0
51 to 55 years,NIC,District,Carbapenems,0.00353356890459364
51 to 55 years,NIC,District,Cephalosporins,0.28268551236749107
51 to 55 years,NIC,District,Glycopeptides,0.031802120141342774
51 to 55 years,NIC,District,Lincosamides,0.007067137809187285
51 to 55 years,NIC,District,Macrolides,0.06360424028268553
51 to 55 years,NIC,District,Nitroimidazoles,0.2332155477031804
51 to 55 years,NIC,District,Penicillins,0.23674911660777373
51 to 55 years,NIC,District,Quinolones,0.01413427561837456
51 to 55 years,NIC,District,Sulphonamides,0.04946996466431097
51 to 55 years,NIC,District,Tetracyclines,0.03180212014134276
51 to 55 years,NIC,Tertiary,Aminoglycosides,0.09611829944547137
51 to 55 years,NIC,Tertiary,Amphenicols,0.0018484288354898332
51 to 55 years,NIC,Tertiary,Carbapenems,0.022181146025877996
51 to 55 years,NIC,Tertiary,Cephalosporins,0.2199630314232902
51 to 55 years,NIC,Tertiary,Glycopeptides,0.02772643253234751
51 to 55 years,NIC,Tertiary,Lincosamides,0.00369685767097967
51 to 55 years,NIC,Tertiary,Macrolides,0.009242144177449167
51 to 55 years,NIC,Tertiary,Nitroimidazoles,0.20147874306839195
51 to 55 years,NIC,Tertiary,Penicillins,0.3179297597042512
51 to 55 years,NIC,Tertiary,Quinolones,0.014787430683918672
51 to 55 years,NIC,Tertiary,Sulphonamides,0.05914972273567468
51 to 55 years,NIC,Tertiary,Tetracyclines,0.025878003696857676
51 to 55 years,NIC,Specialist,Aminoglycosides,0.03703703703703703
51 to 55 years,NIC,Specialist,Amphenicols,0.0
51 to 55 years,NIC,Specialist,Carbapenems,0.09876543209876544
51 to 55 years,NIC,Specialist,Cephalosporins,0.4814814814814815
51 to 55 years,NIC,Specialist,Glycopeptides,0.08641975308641979
51 to 55 years,NIC,Specialist,Lincosamides,0.0
51 to 55 years,NIC,Specialist,Macrolides,0.01234567901234568
51 to 55 years,NIC,Specialist,Nitroimidazoles,0.14814814814814814
51 to 55 years,NIC,Specialist,Penicillins,0.13580246913580243
51 to 55 years,NIC,Specialist,Quinolones,0.0
51 to 55 years,NIC,Specialist,Sulphonamides,0.0
51 to 55 years,NIC,Specialist,Tetracyclines,0.0
56 to 60 years,CAI,Primary,Aminoglycosides,0.051948051948051945
56 to 60 years,CAI,Primary,Amphenicols,0.0
56 to 60 years,CAI,Primary,Carbapenems,0.0
56 to 60 years,CAI,Primary,Cephalosporins,0.23376623376623368
56 to 60 years,CAI,Primary,Glycopeptides,0.0
56 to 60 years,CAI,Primary,Lincosamides,0.0
56 to 60 years,CAI,Primary,Macrolides,0.05194805194805196
56 to 60 years,CAI,Primary,Nitroimidazoles,0.2077922077922079
56 to 60 years,CAI,Primary,Penicillins,0.3506493506493506
56 to 60 years,CAI,Primary,Quinolones,0.05194805194805194
56 to 60 years,CAI,Primary,Sulphonamides,0.03896103896103895
56 to 60 years,CAI,Primary,Tetracyclines,0.012987012987012986
56 to 60 years,CAI,District,Aminoglycosides,0.04593639575971732
56 to 60 years,CAI,District,Amphenicols,0.0
56 to 60 years,CAI,District,Carbapenems,0.00353356890459364
56 to 60 years,CAI,District,Cephalosporins,0.28268551236749107
56 to 60 years,CAI,District,Glycopeptides,0.03180212014134277
56 to 60 years,CAI,District,Lincosamides,0.007067137809187285
56 to 60 years,CAI,District,Macrolides,0.06360424028268553
56 to 60 years,CAI,District,Nitroimidazoles,0.23321554770318037
56 to 60 years,CAI,District,Penicillins,0.23674911660777376
56 to 60 years,CAI,District,Quinolones,0.01413427561837456
56 to 60 years,CAI,District,Sulphonamides,0.049469964664310966
56 to 60 years,CAI,District,Tetracyclines,0.03180212014134277
56 to 60 years,CAI,Tertiary,Aminoglycosides,0.09611829944547136
56 to 60 years,CAI,Tertiary,Amphenicols,0.0018484288354898332
56 to 60 years,CAI,Tertiary,Carbapenems,0.022181146025878
56 to 60 years,CAI,Tertiary,Cephalosporins,0.21996303142329024
56 to 60 years,CAI,Tertiary,Glycopeptides,0.027726432532347512
56 to 60 years,CAI,Tertiary,Lincosamides,0.0036968576709796703
56 to 60 years,CAI,Tertiary,Macrolides,0.009242144177449167
56 to 60 years,CAI,Tertiary,Nitroimidazoles,0.20147874306839195
56 to 60 years,CAI,Tertiary,Penicillins,0.31792975970425125
56 to 60 years,CAI,Tertiary,Quinolones,0.014787430683918672
56 to 60 years,CAI,Tertiary,Sulphonamides,0.05914972273567468
56 to 60 years,CAI,Tertiary,Tetracyclines,0.025878003696857672
56 to 60 years,CAI,Specialist,Aminoglycosides,0.03703703703703703
56 to 60 years,CAI,Specialist,Amphenicols,0.0
56 to 60 years,CAI,Specialist,Carbapenems,0.09876543209876543
56 to 60 years,CAI,Specialist,Cephalosporins,0.48148148148148145
56 to 60 years,CAI,Specialist,Glycopeptides,0.0864197530864198
56 to 60 years,CAI,Specialist,Lincosamides,0.0
56 to 60 years,CAI,Specialist,Macrolides,0.012345679012345678
56 to 60 years,CAI,Specialist,Nitroimidazoles,0.14814814814814817
56 to 60 years,CAI,Specialist,Penicillins,0.1358024691358024
56 to 60 years,CAI,Specialist,Quinolones,0.0
56 to 60 years,CAI,Specialist,Sulphonamides,0.0
56 to 60 years,CAI,Specialist,Tetracyclines,0.0
56 to 60 years,HAI,Primary,Aminoglycosides,0.03896103896103897
56 to 60 years,HAI,Primary,Amphenicols,0.0625
56 to 60 years,HAI,Primary,Carbapenems,0.0625
56 to 60 years,HAI,Primary,Cephalosporins,0.17532467532467533
56 to 60 years,HAI,Primary,Glycopeptides,0.0625
56 to 60 years,HAI,Primary,Lincosamides,0.0625
56 to 60 years,HAI,Primary,Macrolides,0.03896103896103897
56 to 60 years,HAI,Primary,Nitroimidazoles,0.15584415584415587
56 to 60 years,HAI,Primary,Penicillins,0.262987012987013
56 to 60 years,HAI,Primary,Quinolones,0.03896103896103897
56 to 60 years,HAI,Primary,Sulphonamides,0.02922077922077922
56 to 60 years,HAI,Primary,Tetracyclines,0.009740259740259742
56 to 60 years,HAI,District,Aminoglycosides,0.04240282685512368
56 to 60 years,HAI,District,Amphenicols,0.07692307692307693
56 to 60 years,HAI,District,Carbapenems,0.0032617559119325905
56 to 60 years,HAI,District,Cephalosporins,0.26094047295460726
56 to 60 years,HAI,District,Glycopeptides,0.029355803207393314
56 to 60 years,HAI,District,Lincosamides,0.006523511823865181
56 to 60 years,HAI,District,Macrolides,0.05871160641478663
56 to 60 years,HAI,District,Nitroimidazoles,0.21527589018755097
56 to 60 years,HAI,District,Penicillins,0.21853764609948356
56 to 60 years,HAI,District,Quinolones,0.013047023647730362
56 to 60 years,HAI,District,Sulphonamides,0.04566458276705627
56 to 60 years,HAI,District,Tetracyclines,0.029355803207393314
56 to 60 years,HAI,Tertiary,Aminoglycosides,0.09611829944547134
56 to 60 years,HAI,Tertiary,Amphenicols,0.0018484288354898336
56 to 60 years,HAI,Tertiary,Carbapenems,0.022181146025878003
56 to 60 years,HAI,Tertiary,Cephalosporins,0.2199630314232902
56 to 60 years,HAI,Tertiary,Glycopeptides,0.027726432532347505
56 to 60 years,HAI,Tertiary,Lincosamides,0.0036968576709796672
56 to 60 years,HAI,Tertiary,Macrolides,0.009242144177449169
56 to 60 years,HAI,Tertiary,Nitroimidazoles,0.20147874306839186
56 to 60 years,HAI,Tertiary,Penicillins,0.3179297597042514
56 to 60 years,HAI,Tertiary,Quinolones,0.014787430683918669
56 to 60 years,HAI,Tertiary,Sulphonamides,0.059149722735674676
56 to 60 years,HAI,Tertiary,Tetracyclines,0.025878003696857672
56 to 60 years,HAI,Specialist,Aminoglycosides,0.026143790849673203
56 to 60 years,HAI,Specialist,Amphenicols,0.05882352941176471
56 to 60 years,HAI,Specialist,Carbapenems,0.06971677559912855
56 to 60 years,HAI,Specialist,Cephalosporins,0.33986928104575165
56 to 60 years,HAI,Specialist,Glycopeptides,0.06100217864923747
56 to 60 years,HAI,Specialist,Lincosamides,0.05882352941176471
56 to 60 years,HAI,Specialist,Macrolides,0.008714596949891068
56 to 60 years,HAI,Specialist,Nitroimidazoles,0.10457516339869281
56 to 60 years,HAI,Specialist,Penicillins,0.09586056644880175
56 to 60 years,HAI,Specialist,Quinolones,0.05882352941176471
56 to 60 years,HAI,Specialist,Sulphonamides,0.05882352941176471
56 to 60 years,HAI,Specialist,Tetracyclines,0.05882352941176471
56 to 60 years,HBCI,Primary,Aminoglycosides,0.03896103896103897
56 to 60 years,HBCI,Primary,Amphenicols,0.0625
56 to 60 years,HBCI,Primary,Carbapenems,0.0625
56 to 60 years,HBCI,Primary,Cephalosporins,0.17532467532467533
56 to 60 years,HBCI,Primary,Glycopeptides,0.0625
56 to 60 years,HBCI,Primary,Lincosamides,0.0625
56 to 60 years,HBCI,Primary,Macrolides,0.03896103896103897
56 to 60 years,HBCI,Primary,Nitroimidazoles,0.15584415584415587
56 to 60 years,HBCI,Primary,Penicillins,0.262987012987013
56 to 60 years,HBCI,Primary,Quinolones,0.03896103896103897
56 to 60 years,HBCI,Primary,Sulphonamides,0.02922077922077922
56 to 60 years,HBCI,Primary,Tetracyclines,0.009740259740259742
56 to 60 years,HBCI,District,Aminoglycosides,0.04240282685512368
56 to 60 years,HBCI,District,Amphenicols,0.07692307692307693
56 to 60 years,HBCI,District,Carbapenems,0.0032617559119325905
56 to 60 years,HBCI,District,Cephalosporins,0.26094047295460726
56 to 60 years,HBCI,District,Glycopeptides,0.029355803207393314
56 to 60 years,HBCI,District,Lincosamides,0.006523511823865181
56 to 60 years,HBCI,District,Macrolides,0.05871160641478663
56 to 60 years,HBCI,District,Nitroimidazoles,0.21527589018755097
56 to 60 years,HBCI,District,Penicillins,0.21853764609948356
56 to 60 years,HBCI,District,Quinolones,0.013047023647730362
56 to 60 years,HBCI,District,Sulphonamides,0.04566458276705627
56 to 60 years,HBCI,District,Tetracyclines,0.029355803207393314
56 to 60 years,HBCI,Tertiary,Aminoglycosides,0.09611829944547134
56 to 60 years,HBCI,Tertiary,Amphenicols,0.0018484288354898336
56 to 60 years,HBCI,Tertiary,Carbapenems,0.022181146025878003
56 to 60 years,HBCI,Tertiary,Cephalosporins,0.2199630314232902
56 to 60 years,HBCI,Tertiary,Glycopeptides,0.027726432532347505
56 to 60 years,HBCI,Tertiary,Lincosamides,0.0036968576709796672
56 to 60 years,HBCI,Tertiary,Macrolides,0.009242144177449169
56 to 60 years,HBCI,Tertiary,Nitroimidazoles,0.20147874306839186
56 to 60 years,HBCI,Tertiary,Penicillins,0.3179297597042514
56 to 60 years,HBCI,Tertiary,Quinolones,0.014787430683918669
56 to 60 years,HBCI,Tertiary,Sulphonamides,0.059149722735674676
56 to 60 years,HBCI,Tertiary,Tetracyclines,0.025878003696857672
56 to 60 years,HBCI,Specialist,Aminoglycosides,0.026143790849673203
56 to 60 years,HBCI,Specialist,Amphenicols,0.05882352941176471
56 to 60 years,HBCI,Specialist,Carbapenems,0.06971677559912855
56 to 60 years,HBCI,Specialist,Cephalosporins,0.33986928104575165
56 to 60 years,HBCI,Specialist,Glycopeptides,0.06100217864923747
56 to 60 years,HBCI,Specialist,Lincosamides,0.05882352941176471
56 to 60 years,HBCI,Specialist,Macrolides,0.008714596949891068
56 to 60 years,HBCI,Specialist,Nitroimidazoles,0.10457516339869281
56 to 60 years,HBCI,Specialist,Penicillins,0.09586056644880175
56 to 60 years,HBCI,Specialist,Quinolones,0.05882352941176471
56 to 60 years,HBCI,Specialist,Sulphonamides,0.05882352941176471
56 to 60 years,HBCI,Specialist,Tetracyclines,0.05882352941176471
56 to 60 years,NIC,Primary,Aminoglycosides,0.05194805194805196
56 to 60 years,NIC,Primary,Amphenicols,0.0
56 to 60 years,NIC,Primary,Carbapenems,0.0
56 to 60 years,NIC,Primary,Cephalosporins,0.23376623376623376
56 to 60 years,NIC,Primary,Glycopeptides,0.0
56 to 60 years,NIC,Primary,Lincosamides,0.0
56 to 60 years,NIC,Primary,Macrolides,0.05194805194805197
56 to 60 years,NIC,Primary,Nitroimidazoles,0.2077922077922079
56 to 60 years,NIC,Primary,Penicillins,0.3506493506493506
56 to 60 years,NIC,Primary,Quinolones,0.051948051948051945
56 to 60 years,NIC,Primary,Sulphonamides,0.03896103896103897
56 to 60 years,NIC,Primary,Tetracyclines,0.01298701298701299
56 to 60 years,NIC,District,Aminoglycosides,0.045936395759717315
56 to 60 years,NIC,District,Amphenicols,0.0
56 to 60 years,NIC,District,Carbapenems,0.00353356890459364
56 to 60 years,NIC,District,Cephalosporins,0.28268551236749107
56 to 60 years,NIC,District,Glycopeptides,0.031802120141342774
56 to 60 years,NIC,District,Lincosamides,0.007067137809187285
56 to 60 years,NIC,District,Macrolides,0.06360424028268553
56 to 60 years,NIC,District,Nitroimidazoles,0.23321554770318037
56 to 60 years,NIC,District,Penicillins,0.23674911660777376
56 to 60 years,NIC,District,Quinolones,0.01413427561837456
56 to 60 years,NIC,District,Sulphonamides,0.049469964664310986
56 to 60 years,NIC,District,Tetracyclines,0.03180212014134277
56 to 60 years,NIC,Tertiary,Aminoglycosides,0.09611829944547134
56 to 60 years,NIC,Tertiary,Amphenicols,0.0018484288354898332
56 to 60 years,NIC,Tertiary,Carbapenems,0.022181146025877993
56 to 60 years,NIC,Tertiary,Cephalosporins,0.2199630314232902
56 to 60 years,NIC,Tertiary,Glycopeptides,0.02772643253234751
56 to 60 years,NIC,Tertiary,Lincosamides,0.0036968576709796694
56 to 60 years,NIC,Tertiary,Macrolides,0.009242144177449167
56 to 60 years,NIC,Tertiary,Nitroimidazoles,0.20147874306839195
56 to 60 years,NIC,Tertiary,Penicillins,0.3179297597042513
56 to 60 years,NIC,Tertiary,Quinolones,0.01478743068391867
56 to 60 years,NIC,Tertiary,Sulphonamides,0.05914972273567468
56 to 60 years,NIC,Tertiary,Tetracyclines,0.025878003696857676
56 to 60 years,NIC,Specialist,Aminoglycosides,0.03703703703703702
56 to 60 years,NIC,Specialist,Amphenicols,0.0
56 to 60 years,NIC,Specialist,Carbapenems,0.09876543209876543
56 to 60 years,NIC,Specialist,Cephalosporins,0.48148148148148145
56 to 60 years,NIC,Specialist,Glycopeptides,0.08641975308641976
56 to 60 years,NIC,Specialist,Lincosamides,0.0
56 to 60 years,NIC,Specialist,Macrolides,0.01234567901234568
56 to 60 years,NIC,Specialist,Nitroimidazoles,0.14814814814814817
56 to 60 years,NIC,Specialist,Penicillins,0.13580246913580243
56 to 60 years,NIC,Specialist,Quinolones,0.0
56 to 60 years,NIC,Specialist,Sulphonamides,0.0
56 to 60 years,NIC,Specialist,Tetracyclines,0.0
61 to 65 years,CAI,Primary,Aminoglycosides,0.05194805194805196
61 to 65 years,CAI,Primary,Amphenicols,0.0
61 to 65 years,CAI,Primary,Carbapenems,0.0
61 to 65 years,CAI,Primary,Cephalosporins,0.23376623376623368
61 to 65 years,CAI,Primary,Glycopeptides,0.0
61 to 65 years,CAI,Primary,Lincosamides,0.0
61 to 65 years,CAI,Primary,Macrolides,0.051948051948051965
61 to 65 years,CAI,Primary,Nitroimidazoles,0.20779220779220794
61 to 65 years,CAI,Primary,Penicillins,0.3506493506493506
61 to 65 years,CAI,Primary,Quinolones,0.05194805194805196
61 to 65 years,CAI,Primary,Sulphonamides,0.03896103896103896
61 to 65 years,CAI,Primary,Tetracyclines,0.01298701298701299
61 to 65 years,CAI,District,Aminoglycosides,0.04593639575971731
61 to 65 years,CAI,District,Amphenicols,0.0
61 to 65 years,CAI,District,Carbapenems,0.003533568904593639
61 to 65 years,CAI,District,Cephalosporins,0.282685512367491
61 to 65 years,CAI,District,Glycopeptides,0.031802120141342774
61 to 65 years,CAI,District,Lincosamides,0.007067137809187286
61 to 65 years,CAI,District,Macrolides,0.06360424028268555
61 to 65 years,CAI,District,Nitroimidazoles,0.23321554770318034
61 to 65 years,CAI,District,Penicillins,0.23674911660777376
61 to 65 years,CAI,District,Quinolones,0.014134275618374562
61 to 65 years,CAI,District,Sulphonamides,0.04946996466431097
61 to 65 years,CAI,District,Tetracyclines,0.03180212014134277
61 to 65 years,CAI,Tertiary,Aminoglycosides,0.09611829944547137
61 to 65 years,CAI,Tertiary,Amphenicols,0.0018484288354898332
61 to 65 years,CAI,Tertiary,Carbapenems,0.022181146025877993
61 to 65 years,CAI,Tertiary,Cephalosporins,0.21996303142329018
61 to 65 years,CAI,Tertiary,Glycopeptides,0.027726432532347505
61 to 65 years,CAI,Tertiary,Lincosamides,0.0036968576709796707
61 to 65 years,CAI,Tertiary,Macrolides,0.009242144177449169
61 to 65 years,CAI,Tertiary,Nitroimidazoles,0.20147874306839192
61 to 65 years,CAI,Tertiary,Penicillins,0.3179297597042513
61 to 65 years,CAI,Tertiary,Quinolones,0.014787430683918672
61 to 65 years,CAI,Tertiary,Sulphonamides,0.05914972273567468
61 to 65 years,CAI,Tertiary,Tetracyclines,0.025878003696857676
61 to 65 years,CAI,Specialist,Aminoglycosides,0.037037037037037035
61 to 65 years,CAI,Specialist,Amphenicols,0.0
61 to 65 years,CAI,Specialist,Carbapenems,0.09876543209876544
61 to 65 years,CAI,Specialist,Cephalosporins,0.4814814814814815
61 to 65 years,CAI,Specialist,Glycopeptides,0.08641975308641979
61 to 65 years,CAI,Specialist,Lincosamides,0.0
61 to 65 years,CAI,Specialist,Macrolides,0.012345679012345678
61 to 65 years,CAI,Specialist,Nitroimidazoles,0.1481481481481481
61 to 65 years,CAI,Specialist,Penicillins,0.1358024691358024
61 to 65 years,CAI,Specialist,Quinolones,0.0
61 to 65 years,CAI,Specialist,Sulphonamides,0.0
61 to 65 years,CAI,Specialist,Tetracyclines,0.0
61 to 65 years,HAI,Primary,Aminoglycosides,0.051948051948051945
61 to 65 years,HAI,Primary,Amphenicols,0.0
61 to 65 years,HAI,Primary,Carbapenems,0.0
61 to 65 years,HAI,Primary,Cephalosporins,0.23376623376623373
61 to 65 years,HAI,Primary,Glycopeptides,0.0
61 to 65 years,HAI,Primary,Lincosamides,0.0
61 to 65 years,HAI,Primary,Macrolides,0.05194805194805196
61 to 65 years,HAI,Primary,Nitroimidazoles,0.20779220779220792
61 to 65 years,HAI,Primary,Penicillins,0.35064935064935054
61 to 65 years,HAI,Primary,Quinolones,0.05194805194805196
61 to 65 years,HAI,Primary,Sulphonamides,0.03896103896103895
61 to 65 years,HAI,Primary,Tetracyclines,0.012987012987012986
61 to 65 years,HAI,District,Aminoglycosides,0.045936395759717315
61 to 65 years,HAI,District,Amphenicols,0.0
61 to 65 years,HAI,District,Carbapenems,0.0035335689045936404
61 to 65 years,HAI,District,Cephalosporins,0.28268551236749107
61 to 65 years,HAI,District,Glycopeptides,0.031802120141342774
61 to 65 years,HAI,District,Lincosamides,0.007067137809187285
61 to 65 years,HAI,District,Macrolides,0.06360424028268555
61 to 65 years,HAI,District,Nitroimidazoles,0.23321554770318034
61 to 65 years,HAI,District,Penicillins,0.23674911660777367
61 to 65 years,HAI,District,Quinolones,0.014134275618374562
61 to 65 years,HAI,District,Sulphonamides,0.049469964664310966
61 to 65 years,HAI,District,Tetracyclines,0.03180212014134277
61 to 65 years,HAI,Tertiary,Aminoglycosides,0.09611829944547136
61 to 65 years,HAI,Tertiary,Amphenicols,0.0018484288354898334
61 to 65 years,HAI,Tertiary,Carbapenems,0.022181146025878
61 to 65 years,HAI,Tertiary,Cephalosporins,0.21996303142329024
61 to 65 years,HAI,Tertiary,Glycopeptides,0.027726432532347516
61 to 65 years,HAI,Tertiary,Lincosamides,0.0036968576709796707
61 to 65 years,HAI,Tertiary,Macrolides,0.00924214417744917
61 to 65 years,HAI,Tertiary,Nitroimidazoles,0.20147874306839195
61 to 65 years,HAI,Tertiary,Penicillins,0.31792975970425125
61 to 65 years,HAI,Tertiary,Quinolones,0.014787430683918672
61 to 65 years,HAI,Tertiary,Sulphonamides,0.05914972273567469
61 to 65 years,HAI,Tertiary,Tetracyclines,0.025878003696857676
61 to 65 years,HAI,Specialist,Aminoglycosides,0.03703703703703704
61 to 65 years,HAI,Specialist,Amphenicols,0.0
61 to 65 years,HAI,Specialist,Carbapenems,0.09876543209876545
61 to 65 years,HAI,Specialist,Cephalosporins,0.4814814814814815
61 to 65 years,HAI,Specialist,Glycopeptides,0.08641975308641979
61 to 65 years,HAI,Specialist,Lincosamides,0.0
61 to 65 years,HAI,Specialist,Macrolides,0.012345679012345682
61 to 65 years,HAI,Specialist,Nitroimidazoles,0.1481481481481482
61 to 65 years,HAI,Specialist,Penicillins,0.1358024691358024
61 to 65 years,HAI,Specialist,Quinolones,0.0
61 to 65 years,HAI,Specialist,Sulphonamides,0.0
61 to 65 years,HAI,Specialist,Tetracyclines,0.0
61 to 65 years,HBCI,Primary,Aminoglycosides,0.051948051948051945
61 to 65 years,HBCI,Primary,Amphenicols,0.0
61 to 65 years,HBCI,Primary,Carbapenems,0.0
61 to 65 years,HBCI,Primary,Cephalosporins,0.23376623376623373
61 to 65 years,HBCI,Primary,Glycopeptides,0.0
61 to 65 years,HBCI,Primary,Lincosamides,0.0
61 to 65 years,HBCI,Primary,Macrolides,0.05194805194805196
61 to 65 years,HBCI,Primary,Nitroimidazoles,0.2077922077922079
61 to 65 years,HBCI,Primary,Penicillins,0.35064935064935054
61 to 65 years,HBCI,Primary,Quinolones,0.051948051948051945
61 to 65 years,HBCI,Primary,Sulphonamides,0.03896103896103895
61 to 65 years,HBCI,Primary,Tetracyclines,0.012987012987012986
61 to 65 years,HBCI,District,Aminoglycosides,0.045936395759717315
61 to 65 years,HBCI,District,Amphenicols,0.0
61 to 65 years,HBCI,District,Carbapenems,0.0035335689045936404
61 to 65 years,HBCI,District,Cephalosporins,0.28268551236749107
61 to 65 years,HBCI,District,Glycopeptides,0.031802120141342774
61 to 65 years,HBCI,District,Lincosamides,0.007067137809187287
61 to 65 years,HBCI,District,Macrolides,0.06360424028268555
61 to 65 years,HBCI,District,Nitroimidazoles,0.23321554770318037
61 to 65 years,HBCI,District,Penicillins,0.23674911660777373
61 to 65 years,HBCI,District,Quinolones,0.014134275618374565
61 to 65 years,HBCI,District,Sulphonamides,0.049469964664310966
61 to 65 years,HBCI,District,Tetracyclines,0.031802120141342774
61 to 65 years,HBCI,Tertiary,Aminoglycosides,0.09611829944547136
61 to 65 years,HBCI,Tertiary,Amphenicols,0.0018484288354898336
61 to 65 years,HBCI,Tertiary,Carbapenems,0.022181146025877993
61 to 65 years,HBCI,Tertiary,Cephalosporins,0.21996303142329024
61 to 65 years,HBCI,Tertiary,Glycopeptides,0.027726432532347505
61 to 65 years,HBCI,Tertiary,Lincosamides,0.0036968576709796703
61 to 65 years,HBCI,Tertiary,Macrolides,0.009242144177449169
61 to 65 years,HBCI,Tertiary,Nitroimidazoles,0.20147874306839197
61 to 65 years,HBCI,Tertiary,Penicillins,0.31792975970425125
61 to 65 years,HBCI,Tertiary,Quinolones,0.014787430683918672
61 to 65 years,HBCI,Tertiary,Sulphonamides,0.059149722735674676
61 to 65 years,HBCI,Tertiary,Tetracyclines,0.025878003696857683
61 to 65 years,HBCI,Specialist,Aminoglycosides,0.03703703703703703
61 to 65 years,HBCI,Specialist,Amphenicols,0.0
61 to 65 years,HBCI,Specialist,Carbapenems,0.09876543209876544
61 to 65 years,HBCI,Specialist,Cephalosporins,0.4814814814814815
61 to 65 years,HBCI,Specialist,Glycopeptides,0.0864197530864198
61 to 65 years,HBCI,Specialist,Lincosamides,0.0
61 to 65 years,HBCI,Specialist,Macrolides,0.01234567901234568
61 to 65 years,HBCI,Specialist,Nitroimidazoles,0.14814814814814817
61 to 65 years,HBCI,Specialist,Penicillins,0.13580246913580238
61 to 65 years,HBCI,Specialist,Quinolones,0.0
61 to 65 years,HBCI,Specialist,Sulphonamides,0.0
61 to 65 years,HBCI,Specialist,Tetracyclines,0.0
61 to 65 years,NIC,Primary,Aminoglycosides,0.05194805194805195
61 to 65 years,NIC,Primary,Amphenicols,0.0
61 to 65 years,NIC,Primary,Carbapenems,0.0
61 to 65 years,NIC,Primary,Cephalosporins,0.23376623376623368
61 to 65 years,NIC,Primary,Glycopeptides,0.0
61 to 65 years,NIC,Primary,Lincosamides,0.0
61 to 65 years,NIC,Primary,Macrolides,0.051948051948051965
61 to 65 years,NIC,Primary,Nitroimidazoles,0.20779220779220792
61 to 65 years,NIC,Primary,Penicillins,0.35064935064935054
61 to 65 years,NIC,Primary,Quinolones,0.05194805194805196
61 to 65 years,NIC,Primary,Sulphonamides,0.03896103896103896
61 to 65 years,NIC,Primary,Tetracyclines,0.01298701298701299
61 to 65 years,NIC,District,Aminoglycosides,0.045936395759717315
61 to 65 years,NIC,District,Amphenicols,0.0
61 to 65 years,NIC,District,Carbapenems,0.0035335689045936395
61 to 65 years,NIC,District,Cephalosporins,0.282685512367491
61 to 65 years,NIC,District,Glycopeptides,0.031802120141342774
61 to 65 years,NIC,District,Lincosamides,0.007067137809187285
61 to 65 years,NIC,District,Macrolides,0.06360424028268553
61 to 65 years,NIC,District,Nitroimidazoles,0.23321554770318037
61 to 65 years,NIC,District,Penicillins,0.23674911660777376
61 to 65 years,NIC,District,Quinolones,0.014134275618374562
61 to 65 years,NIC,District,Sulphonamides,0.049469964664310966
61 to 65 years,NIC,District,Tetracyclines,0.03180212014134276
61 to 65 years,NIC,Tertiary,Aminoglycosides,0.09611829944547136
61 to 65 years,NIC,Tertiary,Amphenicols,0.0018484288354898332
61 to 65 years,NIC,Tertiary,Carbapenems,0.022181146025877996
61 to 65 years,NIC,Tertiary,Cephalosporins,0.21996303142329027
61 to 65 years,NIC,Tertiary,Glycopeptides,0.027726432532347512
61 to 65 years,NIC,Tertiary,Lincosamides,0.0036968576709796707
61 to 65 years,NIC,Tertiary,Macrolides,0.009242144177449169
61 to 65 years,NIC,Tertiary,Nitroimidazoles,0.20147874306839195
61 to 65 years,NIC,Tertiary,Penicillins,0.31792975970425125
61 to 65 years,NIC,Tertiary,Quinolones,0.014787430683918672
61 to 65 years,NIC,Tertiary,Sulphonamides,0.05914972273567468
61 to 65 years,NIC,Tertiary,Tetracyclines,0.025878003696857672
61 to 65 years,NIC,Specialist,Aminoglycosides,0.037037037037037035
61 to 65 years,NIC,Specialist,Amphenicols,0.0
61 to 65 years,NIC,Specialist,Carbapenems,0.09876543209876544
61 to 65 years,NIC,Specialist,Cephalosporins,0.48148148148148145
61 to 65 years,NIC,Specialist,Glycopeptides,0.08641975308641979
61 to 65 years,NIC,Specialist,Lincosamides,0.0
61 to 65 years,NIC,Specialist,Macrolides,0.012345679012345678
61 to 65 years,NIC,Specialist,Nitroimidazoles,0.14814814814814817
61 to 65 years,NIC,Specialist,Penicillins,0.1358024691358024
61 to 65 years,NIC,Specialist,Quinolones,0.0
61 to 65 years,NIC,Specialist,Sulphonamides,0.0
61 to 65 years,NIC,Specialist,Tetracyclines,0.0
66+,CAI,Primary,Aminoglycosides,0.051948051948051945
66+,CAI,Primary,Amphenicols,0.0
